Year,playerId,season,Name,Team,position,Situation,GP,TOI,XGA,GA,UnblockedSA,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,Year,NameYear,Votes
2009,8460712,2009,Tomas Vokoun,FLA,G,5on5,63,174855,124.46,103,2953,101.15,110,354.42,375,1547.06,1600,41.79,40,855.23,657,664.44,861,121.03,1680,362,107,51.48,42.38,30.6,39,30,34,804,0,0,2009,Tomas Vokoun2009,0
2009,8460712,2009,Tomas Vokoun,FLA,G,4on5,63,18251,37.28,41,582,26.25,30,62.77,50,301.57,294,1.06,1,188.34,155,104.28,144,35.59,329,51,49,7.19,6.24,23.85,5,4,32,153,0,0,2009,Tomas Vokoun2009,0
2009,8460712,2009,Tomas Vokoun,FLA,G,5on4,63,21267,6.04,5,94,2.95,4,8.08,10,64.05,67,9.37,6,18.6,13,47.43,50,5.87,61,18,6,2,2.2,1.84,1,2,2,9,0,0,2009,Tomas Vokoun2009,0
2009,8475361,2009,Jonas Gustavsson,TOR,G,other,42,3904,9.45,15,122,4.39,4,13.29,6,66.5,63,2.32,1,36.37,31,25.26,34,9.04,49,31,11,1.75,3.62,4.07,2,5,8,31,0,0,2009,Jonas Gustavsson2009,0
2009,8475361,2009,Jonas Gustavsson,TOR,G,all,42,140376,102.18,112,2202,78.52,59,253.22,212,1156.07,1146,40.06,33,648.28,567,493,630,97.86,1176,354,82,33.39,41.01,27.78,38,39,35,590,2,1,2009,Jonas Gustavsson2009,0
2009,8475361,2009,Jonas Gustavsson,TOR,G,5on5,42,112413,69.44,76,1690,56.39,38,197.94,167,876.53,876,31.63,30,487.79,423,380.01,486,67.95,911,262,46,26.1,30.57,12.77,34,25,17,471,2,1,2009,Jonas Gustavsson2009,0
2009,8475361,2009,Jonas Gustavsson,TOR,G,4on5,42,11099,20.33,20,330,16.2,16,36.96,36,179.37,174,0.4,0,113.41,107,60.91,73,17.96,183,48,23,4.72,5.34,10.27,2,9,9,76,0,0,2009,Jonas Gustavsson2009,0
2009,8475361,2009,Jonas Gustavsson,TOR,G,5on4,42,12960,2.1,0,47,1.21,0,3.9,3,27.77,30,5.48,2,8.11,5,23.91,32,2.1,28,11,1,0.6,1.27,0.22,0,0,0,7,0,0,2009,Jonas Gustavsson2009,0
2009,8473975,2009,Erik Ersberg,L.A,G,other,11,866,2.1,2,25,1.28,4,3.44,5,15.69,16,0.67,1,8.36,5,5.11,4,1.78,13,6,2,0.27,0.92,0.91,0,1,1,4,0,0,2009,Erik Ersberg2009,0
2009,8473975,2009,Erik Ersberg,L.A,G,all,11,33061,22.9,22,429,16.53,25,54.3,51,240.37,234,9.46,7,129.08,95,101.09,130,21.66,243,65,24,7.3,8.01,7.58,9,7,6,97,0,0,2009,Erik Ersberg2009,0
2009,8473975,2009,Erik Ersberg,L.A,G,5on5,11,25013,12.17,13,303,10.02,11,38.26,31,160.44,159,6.53,6,88.09,67,70.27,95,11.96,179,35,10,5.29,4.27,2.61,7,5,1,79,0,0,2009,Erik Ersberg2009,0
2009,8473975,2009,Erik Ersberg,L.A,G,4on5,11,3098,6.43,6,76,4.15,8,9.9,14,47.01,44,0.21,0,26.59,16,15.22,19,5.85,37,19,8,1.18,2.32,2.93,2,1,3,12,0,0,2009,Erik Ersberg2009,0
2009,8473975,2009,Erik Ersberg,L.A,G,5on4,11,4084,1.27,1,14,0.51,2,1.29,0,9.3,8,1.78,0,2.72,3,6.92,7,1.18,9,1,3,0.35,0.13,0.79,0,0,1,1,0,0,2009,Erik Ersberg2009,0
2009,8466141,2009,Roberto Luongo,VAN,G,other,68,10488,12.32,10,201,7.82,7,21.7,27,109.15,107,3.48,4,61.11,56,43.38,40,11.89,97,38,15,3.45,4.55,4.32,2,4,4,51,0,0,2009,Roberto Luongo2009,30
2009,8466141,2009,Roberto Luongo,VAN,G,all,68,231582,165.06,167,3421,129.59,90,414.31,484,1867.6,1915,64.27,53,1053.7,791,786.17,1007,159.72,1984,487,140,57.49,59.12,48.45,49,64,54,810,0,0,2009,Roberto Luongo2009,30
2009,8466141,2009,Roberto Luongo,VAN,G,5on5,68,175294,106.72,104,2529,90.47,64,320.49,365,1385.37,1420,46.97,39,775.89,568,598.37,790,104.06,1518,352,67,45.7,42.47,18.55,38,43,23,592,0,0,2009,Roberto Luongo2009,30
2009,8466141,2009,Roberto Luongo,VAN,G,4on5,68,22722,40.87,47,606,28.77,19,64.83,84,320.14,326,1.41,0,200.84,154,104.82,132,38.62,317,81,53,6.73,9.91,24.22,9,12,26,155,0,0,2009,Roberto Luongo2009,30
2009,8466141,2009,Roberto Luongo,VAN,G,5on4,68,23078,4.69,5,79,2.32,0,6.75,5,49.92,58,12.35,10,14.57,13,38.12,44,4.68,49,14,5,1.41,1.92,1.36,0,4,1,11,0,0,2009,Roberto Luongo2009,30
2009,8471227,2009,Devan Dubnyk,EDM,G,other,19,2221,5.65,7,65,2.77,3,7.08,5,37.95,36,0.83,3,20.89,14,13.32,20,5.41,31,13,7,1.11,1.79,2.74,2,2,3,14,0,0,2009,Devan Dubnyk2009,0
2009,8471227,2009,Devan Dubnyk,EDM,G,all,19,64526,56.37,64,1144,43.19,35,135.58,131,612.27,579,15.79,13,347.77,315,247.89,287,54.18,629,180,41,19.03,21.83,15.5,21,26,17,294,0,0,2009,Devan Dubnyk2009,0
2009,8471227,2009,Devan Dubnyk,EDM,G,5on5,19,50589,36.83,41,865,30.95,27,106.43,103,461.96,437,12.4,9,259.88,237,193.39,218,35.71,480,143,19,14.57,17.08,5.18,15,22,4,223,0,0,2009,Devan Dubnyk2009,0
2009,8471227,2009,Devan Dubnyk,EDM,G,4on5,19,5855,13.34,16,201,9.14,5,20.99,21,104.05,99,0.4,0,64.57,62,34.79,42,12.51,108,24,14,3.08,2.96,7.3,4,2,10,55,0,0,2009,Devan Dubnyk2009,0
2009,8471227,2009,Devan Dubnyk,EDM,G,5on4,19,5861,0.55,0,13,0.33,0,1.08,2,8.31,7,2.15,1,2.44,2,6.38,7,0.55,10,0,1,0.27,0,0.28,0,0,0,2,0,0,2009,Devan Dubnyk2009,0
2009,8471186,2009,Yann Danis,N.J,G,other,12,394,0.84,0,13,0.51,0,1.07,3,6.39,6,0.1,0,4.23,2,2.14,3,0.83,4,5,0,0.16,0.68,0,0,0,0,4,0,0,2009,Yann Danis2009,0
2009,8471186,2009,Yann Danis,N.J,G,all,12,28039,19.7,16,411,14.08,16,49.02,40,217.09,207,6.92,10,117.99,92,96.07,135,19.23,212,75,17,6.08,8.86,4.76,5,4,7,107,0,0,2009,Yann Danis2009,0
2009,8471186,2009,Yann Danis,N.J,G,5on5,12,23007,14.01,10,330,10.74,13,41.13,29,175.03,166,5.87,9,94.03,79,79.42,113,13.67,182,53,10,5.09,6.16,2.75,2,4,4,85,0,0,2009,Yann Danis2009,0
2009,8471186,2009,Yann Danis,N.J,G,4on5,12,2302,3.89,5,59,2.52,2,5.84,6,28.96,27,0.04,0,17.77,11,9.97,14,3.78,21,15,5,0.69,1.76,1.43,3,0,2,18,0,0,2009,Yann Danis2009,0
2009,8471186,2009,Yann Danis,N.J,G,5on4,12,2336,0.97,1,9,0.31,1,0.97,2,6.72,8,0.91,1,1.96,0,4.53,5,0.94,5,2,2,0.14,0.26,0.58,0,0,1,0,0,0,2009,Yann Danis2009,0
2009,8469608,2009,Mike Smith,T.B,G,other,42,5541,7.64,12,125,4.8,2,13.88,15,71.01,76,1.87,0,40.04,28,31.38,41,6.91,72,23,5,2.7,2.73,2.22,5,5,2,25,0,0,2009,Mike Smith2009,0
2009,8469608,2009,Mike Smith,T.B,G,all,42,136053,107.62,117,2074,78.76,80,246.34,274,1121.6,1165,34.44,31,620.01,471,474.13,584,103.44,1139,319,105,35.63,37.38,34.61,34,40,43,511,14,7,2009,Mike Smith2009,0
2009,8469608,2009,Mike Smith,T.B,G,5on5,42,105429,71.78,78,1550,56.03,58,193,213,838.7,869,26.21,17,463.35,350,360.71,446,69.77,875,234,63,27.5,27.03,17.25,26,26,26,378,4,2,2009,Mike Smith2009,0
2009,8469608,2009,Mike Smith,T.B,G,4on5,42,13195,23.21,24,338,15.94,14,34.18,43,173.97,183,0.64,1,106.19,82,55.85,71,22.16,162,51,28,4.58,6.09,12.53,3,8,13,97,8,4,2009,Mike Smith2009,0
2009,8469608,2009,Mike Smith,T.B,G,5on4,42,11888,4.96,3,60,1.95,6,5.11,3,37.13,37,5.57,13,10.22,11,25.69,25,4.57,29,11,9,0.82,1.53,2.61,0,1,2,11,2,1,2009,Mike Smith2009,0
2009,8462161,2009,Brent Johnson,PIT,G,other,23,2712,4.17,3,67,2.5,2,7.28,5,36.13,33,1.38,0,18.03,17,14.88,20,4,30,15,3,0.91,1.86,1.4,1,1,1,19,0,0,2009,Brent Johnson2009,0
2009,8462161,2009,Brent Johnson,PIT,G,all,23,66488,51.03,51,999,36.93,48,119.91,100,538.03,541,19.18,20,288.72,217,220.12,303,49.41,545,141,48,16.24,17.8,16.98,13,19,19,265,0,0,2009,Brent Johnson2009,0
2009,8462161,2009,Brent Johnson,PIT,G,5on5,23,50162,31.73,36,728,25.85,33,93.17,80,396.96,407,13.62,16,216.22,160,164.12,225,30.83,424,96,24,12.87,11.99,6.87,11,15,10,184,0,0,2009,Brent Johnson2009,0
2009,8462161,2009,Brent Johnson,PIT,G,4on5,23,6848,13.28,12,173,7.61,12,17.23,14,85.5,84,0.72,2,48.76,34,26.39,42,12.74,73,24,19,2.01,3.1,8.18,1,3,8,57,0,0,2009,Brent Johnson2009,0
2009,8462161,2009,Brent Johnson,PIT,G,5on4,23,6766,1.84,0,31,0.97,1,2.23,1,19.45,17,3.47,2,5.71,6,14.73,16,1.83,18,6,2,0.45,0.86,0.53,0,0,0,5,0,0,2009,Brent Johnson2009,0
2009,8469732,2009,Joey MacDonald,TOR,G,other,6,357,0.14,1,6,0.13,0,0.67,2,2.86,4,0.14,0,1.27,0,1.7,1,0.14,4,0,0,0.14,0,0,1,0,0,2,0,0,2009,Joey MacDonald2009,0
2009,8469732,2009,Joey MacDonald,TOR,G,all,6,19129,12.31,17,299,11.02,9,35.8,29,161.82,157,5.84,13,89.45,75,68.31,89,12.07,178,33,11,4.79,4.04,3.48,4,6,7,77,0,0,2009,Joey MacDonald2009,0
2009,8469732,2009,Joey MacDonald,TOR,G,5on5,6,14537,7.67,8,212,7.5,5,27.54,25,117.15,115,4.43,11,65.24,53,49.33,67,7.55,133,23,5,3.55,2.93,1.19,2,3,3,51,0,0,2009,Joey MacDonald2009,0
2009,8469732,2009,Joey MacDonald,TOR,G,4on5,6,2342,3.62,8,66,2.92,4,6.55,2,32.57,31,0.23,0,20.21,19,10.66,12,3.5,32,8,5,0.72,0.85,2.05,1,3,4,21,0,0,2009,Joey MacDonald2009,0
2009,8469732,2009,Joey MacDonald,TOR,G,5on4,6,1893,0.88,0,15,0.47,0,1.04,0,9.24,7,1.04,2,2.72,3,6.62,9,0.87,9,2,1,0.38,0.25,0.24,0,0,0,3,0,0,2009,Joey MacDonald2009,0
2009,8471781,2009,Jeremy Duchesne,PHI,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Jeremy Duchesne2009,0
2009,8471781,2009,Jeremy Duchesne,PHI,G,all,1,1004,0.27,1,6,0.2,0,0.59,1,2.88,4,0.43,1,1.71,1,1.16,1,0.27,2,2,0,0.06,0.2,0,1,0,0,2,0,0,2009,Jeremy Duchesne2009,0
2009,8471781,2009,Jeremy Duchesne,PHI,G,5on5,1,723,0.23,1,5,0.14,0,0.46,1,2.23,3,0.36,0,1.19,1,0.92,0,0.23,1,2,0,0.02,0.2,0,1,0,0,2,0,0,2009,Jeremy Duchesne2009,0
2009,8471781,2009,Jeremy Duchesne,PHI,G,4on5,1,120,0.04,0,1,0.06,0,0.13,0,0.65,1,0,0,0.52,0,0.24,1,0.04,1,0,0,0.04,0,0,0,0,0,0,0,0,2009,Jeremy Duchesne2009,0
2009,8471781,2009,Jeremy Duchesne,PHI,G,5on4,1,161,0,0,0,0,0,0,0,0,0,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Jeremy Duchesne2009,0
2009,8473461,2009,Steve Mason,CBJ,G,other,57,5662,9.47,12,175,6.75,3,19.5,19,94.29,105,1.98,0,56.56,53,37.5,44,9.11,96,28,9,3.14,3.38,2.95,6,3,3,42,0,0,2009,Steve Mason2009,33
2009,8473461,2009,Steve Mason,CBJ,G,all,57,188418,127.82,163,2818,104.78,88,350.11,257,1559.17,1614,44.64,51,884.37,783,658.53,820,123.95,1706,359,111,46.36,42.75,38.7,59,59,45,642,2,1,2009,Steve Mason2009,33
2009,8473461,2009,Steve Mason,CBJ,G,5on5,57,147591,81.19,108,2093,72.83,53,269.38,194,1152.5,1188,33.7,40,648.25,581,495.31,618,79.64,1296,254,54,35.91,30.06,15.21,48,44,16,489,0,0,2009,Steve Mason2009,33
2009,8473461,2009,Steve Mason,CBJ,G,4on5,57,17808,33.56,39,473,22.85,31,53.58,40,260.46,274,1.44,0,162.36,134,87.97,115,31.64,256,69,44,5.85,8.24,19.47,4,11,24,104,2,1,2009,Steve Mason2009,33
2009,8473461,2009,Steve Mason,CBJ,G,5on4,57,17357,3.13,4,65,1.92,1,5.27,2,42.95,40,7.42,11,13.1,10,33.37,38,3.1,48,6,4,1.25,0.81,1.07,1,1,2,7,0,0,2009,Steve Mason2009,33
2009,8460535,2009,Jose Theodore,WSH,G,other,47,5121,13.65,16,174,7.86,10,19.02,19,97.64,95,2.73,1,51.27,42,35.02,42,12.43,81,32,17,2.37,3.99,7.29,3,5,8,44,0,0,2009,Jose Theodore2009,0
2009,8460535,2009,Jose Theodore,WSH,G,all,47,155138,126.82,121,2442,96.14,100,289.71,281,1327.65,1352,41.95,44,737.03,593,551.11,710,121.31,1339,386,119,40.48,45.73,40.6,34,42,45,598,0,0,2009,Jose Theodore2009,0
2009,8460535,2009,Jose Theodore,WSH,G,5on5,47,119097,82.58,70,1771,65.17,68,217.96,218,957.08,984,29.71,34,526.34,414,407.6,533,79.71,984,278,69,30.79,32.67,19.12,24,28,18,440,0,0,2009,Jose Theodore2009,0
2009,8460535,2009,Jose Theodore,WSH,G,4on5,47,16370,25.48,30,432,20.86,18,46.74,41,229.95,226,1.13,1,144.98,123,76.51,101,24.2,237,58,27,6.07,7.03,12.38,6,6,18,110,0,0,2009,Jose Theodore2009,0
2009,8460535,2009,Jose Theodore,WSH,G,5on4,47,14550,3.38,4,49,1.58,2,4,3,32.54,37,8.02,8,9.39,9,27.73,28,3.34,29,15,3,0.81,1.76,0.8,1,3,0,2,0,0,2009,Jose Theodore2009,0
2009,8467913,2009,Alex Auld,NYR,G,other,24,2764,3.71,4,66,2.4,2,7.91,8,37.82,36,1.02,1,20.16,17,16.6,18,3.52,40,8,4,1.4,0.94,1.37,1,2,1,14,0,0,2009,Alex Auld2009,0
2009,8467913,2009,Alex Auld,NYR,G,all,24,77912,50.81,64,1162,41.9,28,137.53,125,625.39,610,20.14,19,354.18,289,274.67,358,49.57,701,142,36,21.93,16.92,11.96,21,31,12,283,2,1,2009,Alex Auld2009,0
2009,8467913,2009,Alex Auld,NYR,G,5on5,24,62931,35.49,46,898,31.33,20,109.89,97,485.78,472,15.54,17,276.99,223,213.01,287,34.82,559,101,22,17.23,11.89,6.37,16,22,8,216,2,1,2009,Alex Auld2009,0
2009,8467913,2009,Alex Auld,NYR,G,4on5,24,5740,10.07,12,162,7.18,6,17.24,16,81.11,80,0.45,0,50.74,42,26.93,38,9.68,78,28,9,2.57,3.48,4.01,3,6,3,47,0,0,2009,Alex Auld2009,0
2009,8467913,2009,Alex Auld,NYR,G,5on4,24,6477,1.54,2,36,0.98,0,2.5,4,20.67,22,3.13,1,6.29,7,18.13,15,1.54,24,5,1,0.73,0.6,0.21,1,1,0,6,0,0,2009,Alex Auld2009,0
2009,8470216,2009,Josh Harding,MIN,G,other,25,2374,2.98,3,48,2,1,5.03,4,25.26,24,0.43,1,15.4,15,8.7,12,2.89,25,6,4,0.87,0.66,1.46,2,0,1,13,0,0,2009,Josh Harding2009,0
2009,8470216,2009,Josh Harding,MIN,G,all,25,78011,56.34,66,1222,44.6,44,148.1,177,655.73,692,18.74,22,369.23,287,276.51,320,54.41,698,176,42,21.6,20.97,13.77,22,33,11,306,4,2,2009,Josh Harding2009,0
2009,8470216,2009,Josh Harding,MIN,G,5on5,25,60521,38.51,42,934,31.54,36,116.97,140,495.73,534,14.9,16,274.24,210,211.75,244,37.13,541,120,28,16.25,14.23,8.02,14,22,6,245,2,1,2009,Josh Harding2009,0
2009,8470216,2009,Josh Harding,MIN,G,4on5,25,7477,11.98,19,199,9.8,5,22.41,27,108.97,104,0.37,1,71.4,60,36.77,42,11.58,110,39,7,3.83,4.64,3.52,6,10,3,43,2,1,2009,Josh Harding2009,0
2009,8470216,2009,Josh Harding,MIN,G,5on4,25,7639,2.57,2,34,1.07,2,2.82,5,21.99,26,2.94,4,6.54,2,17.37,19,2.52,18,11,2,0.57,1.43,0.57,0,1,1,3,0,0,2009,Josh Harding2009,0
2009,8471715,2009,Ondrej Pavelec,ATL,G,other,42,4371,10.09,11,135,6.01,10,16.62,18,77.42,88,1.17,2,45.22,45,28.33,23,8.82,65,31,13,2.11,3.81,4.17,2,4,5,26,0,0,2009,Ondrej Pavelec2009,0
2009,8471715,2009,Ondrej Pavelec,ATL,G,all,42,138755,127.65,127,2335,93.44,104,285.58,287,1298.37,1353,33.22,21,721.99,617,524.36,622,120.97,1285,380,129,37.93,46.66,43.05,35,48,44,541,0,0,2009,Ondrej Pavelec2009,0
2009,8471715,2009,Ondrej Pavelec,ATL,G,5on5,42,107055,83.24,91,1749,65.78,70,221.27,220,967.45,1011,25.56,18,534.81,435,402.55,493,80.27,1000,265,73,30.5,32.5,20.24,32,38,21,411,0,0,2009,Ondrej Pavelec2009,0
2009,8471715,2009,Ondrej Pavelec,ATL,G,4on5,42,13584,30.22,22,397,19.69,23,42.78,43,217.63,219,0.81,0,130.18,130,68.28,75,28.03,192,67,39,4.45,8.39,17.37,1,4,17,99,0,0,2009,Ondrej Pavelec2009,0
2009,8471715,2009,Ondrej Pavelec,ATL,G,5on4,42,13745,3.23,3,47,1.64,0,4.18,5,32.13,31,5.68,1,9.74,5,24.32,31,3.17,26,15,3,0.74,1.64,0.84,0,2,1,3,0,0,2009,Ondrej Pavelec2009,0
2009,8459140,2009,Nikolai Khabibulin,EDM,G,other,18,1708,4.3,2,54,2.16,1,5.09,4,28,30,0.75,0,16.49,17,10.01,14,3.93,22,12,5,0.67,1.64,1.99,0,2,0,15,0,0,2009,Nikolai Khabibulin2009,0
2009,8459140,2009,Nikolai Khabibulin,EDM,G,all,18,65347,52.6,55,1095,38.15,38,126.87,108,557.52,602,13.64,14,314.16,276,233.2,321,50.73,608,160,48,17.82,19.56,15.23,20,17,18,279,4,2,2009,Nikolai Khabibulin2009,0
2009,8459140,2009,Nikolai Khabibulin,EDM,G,5on5,18,49956,37.52,36,829,27.32,29,100.14,84,425.11,463,10.02,11,234.89,215,182.19,248,36.51,466,126,32,14.21,15.09,8.22,13,13,10,205,2,1,2009,Nikolai Khabibulin2009,0
2009,8459140,2009,Nikolai Khabibulin,EDM,G,4on5,18,6357,9.65,15,186,8.09,8,19.44,17,89.6,95,0.22,1,57.89,42,30.19,47,9.16,104,19,10,2.5,2.37,4.78,6,2,7,53,2,1,2009,Nikolai Khabibulin2009,0
2009,8459140,2009,Nikolai Khabibulin,EDM,G,5on4,18,7326,1.02,2,22,0.47,0,1.74,1,12.69,12,2.56,2,3.85,2,9.59,11,1.02,13,3,1,0.32,0.46,0.24,1,0,1,5,0,0,2009,Nikolai Khabibulin2009,0
2009,8469548,2009,Ray Emery,PHI,G,other,29,4487,8.48,5,108,4.58,5,11.55,12,60.68,56,1.53,3,32.88,25,22.37,34,7.69,51,22,9,1.57,2.93,3.98,0,1,4,26,0,0,2009,Ray Emery2009,0
2009,8469548,2009,Ray Emery,PHI,G,all,29,101013,79.69,74,1515,53.53,59,171.63,182,786.92,784,28.84,29,423.75,339,329.44,402,76.16,804,187,93,22.77,22.76,34.17,19,18,37,431,2,1,2009,Ray Emery2009,0
2009,8469548,2009,Ray Emery,PHI,G,5on5,29,75567,50.62,40,1093,37.06,47,131.65,145,573.53,578,20.4,16,303.52,232,243.1,300,49.28,595,135,55,18.13,16.15,16.33,13,11,16,308,0,0,2009,Ray Emery2009,0
2009,8469548,2009,Ray Emery,PHI,G,4on5,29,10004,18.84,25,269,11.04,7,25.87,24,131.91,123,0.82,0,81.67,75,43.39,50,17.43,132,27,26,2.43,3.29,13.12,5,5,15,84,2,1,2009,Ray Emery2009,0
2009,8469548,2009,Ray Emery,PHI,G,5on4,29,10955,1.66,4,39,0.77,0,2.19,0,19.38,25,6.04,10,5.01,7,19.83,18,1.66,24,3,3,0.53,0.39,0.75,1,1,2,9,0,0,2009,Ray Emery2009,0
2009,8471239,2009,Cory Schneider,VAN,G,other,2,25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Cory Schneider2009,0
2009,8471239,2009,Cory Schneider,VAN,G,all,2,4722,6.05,5,94,4.3,7,13.91,25,61.55,59,1.85,1,32.57,24,25.26,21,5.8,55,20,9,1.49,2.4,2.17,1,2,2,10,0,0,2009,Cory Schneider2009,0
2009,8471239,2009,Cory Schneider,VAN,G,5on5,2,4160,5.02,3,76,3.36,6,11.88,23,50.4,49,1.69,1,25.71,17,19.48,16,4.84,43,15,9,1.06,1.79,2.17,1,0,2,9,0,0,2009,Cory Schneider2009,0
2009,8471239,2009,Cory Schneider,VAN,G,4on5,2,343,1.02,2,15,0.92,1,1.99,2,9.78,7,0,0,6.64,7,3.12,2,0.95,9,5,0,0.41,0.61,0,0,2,0,1,0,0,2009,Cory Schneider2009,0
2009,8471239,2009,Cory Schneider,VAN,G,5on4,2,194,0.01,0,3,0.03,0,0.04,0,1.37,3,0.13,0,0.22,0,2.66,3,0.01,3,0,0,0.01,0,0,0,0,0,0,0,0,2009,Cory Schneider2009,0
2009,8460612,2009,Marty Turco,DAL,G,other,52,3849,9.01,5,152,5.74,8,15.4,21,78.65,78,2.45,2,44.39,37,31.81,36,8.45,72,27,10,2.42,3.08,3.51,2,1,2,43,0,0,2009,Marty Turco2009,0
2009,8460612,2009,Marty Turco,DAL,G,all,52,181071,136.43,137,2925,109.27,113,362.57,319,1608.57,1583,49.05,38,895.78,754,674.32,861,130.86,1742,370,118,49.43,44.24,42.76,48,42,47,695,10,5,2009,Marty Turco2009,0
2009,8460612,2009,Marty Turco,DAL,G,5on5,52,143053,88.61,85,2192,76.3,68,284.22,243,1205.7,1173,35.28,23,667.68,560,513.68,679,86.37,1343,261,65,38.95,31.12,18.54,38,30,17,523,8,4,2009,Marty Turco2009,0
2009,8460612,2009,Marty Turco,DAL,G,4on5,52,15485,32.81,42,488,24.26,30,54.19,50,265.38,271,0.77,2,164.45,140,86.59,100,30.23,275,59,37,6.48,7.22,19.1,8,6,28,117,0,0,2009,Marty Turco2009,0
2009,8460612,2009,Marty Turco,DAL,G,5on4,52,18684,4.85,4,79,2.52,5,6.65,2,49.75,53,10.04,11,15.15,15,37.41,41,4.71,44,20,4,1.35,2.49,1.02,0,4,0,11,2,1,2009,Marty Turco2009,0
2009,8469658,2009,Cristobal Huet,CHI,G,other,48,4595,9.21,6,113,4.32,5,11.56,12,60.27,54,2.05,2,30.16,25,23.8,32,8.61,44,24,13,1.49,2.91,4.81,2,1,3,32,0,0,2009,Cristobal Huet2009,0
2009,8469658,2009,Cristobal Huet,CHI,G,all,48,163800,97.27,114,2072,74.5,72,240.55,216,1078.83,1083,48.73,43,596.39,454,444.77,607,94.17,1097,304,88,33.09,37.65,26.53,46,36,32,583,4,2,2009,Cristobal Huet2009,0
2009,8469658,2009,Cristobal Huet,CHI,G,5on5,48,130151,68.59,88,1561,52.96,48,187.57,177,816.85,832,36.96,33,447.06,320,345.9,472,67.21,857,217,55,26.8,26.72,15.07,41,25,22,432,4,2,2009,Cristobal Huet2009,0
2009,8469658,2009,Cristobal Huet,CHI,G,4on5,48,14525,18.14,19,367,16.54,18,38.54,25,183.51,180,1.41,4,113.51,105,62.11,87,17.03,178,58,19,4.35,7.38,6.41,3,9,7,112,0,0,2009,Cristobal Huet2009,0
2009,8469658,2009,Cristobal Huet,CHI,G,5on4,48,14529,1.18,1,27,0.6,1,2.46,2,15.93,15,7.49,3,4.67,3,11.64,14,1.17,16,4,1,0.42,0.52,0.24,0,1,0,6,0,0,2009,Cristobal Huet2009,0
2009,8473607,2009,Michal Neuvirth,WSH,G,other,17,1939,2.25,2,43,1.48,0,4.47,7,22.36,21,0.64,0,13.69,13,9.36,9,2.17,22,9,1,0.74,1.13,0.39,1,1,0,11,0,0,2009,Michal Neuvirth2009,0
2009,8473607,2009,Michal Neuvirth,WSH,G,all,17,52333,40.97,40,844,32.24,29,104.09,154,459.22,464,16.73,8,259,195,192.48,215,39.63,479,124,41,14.69,14.71,11.57,16,10,14,200,0,0,2009,Michal Neuvirth2009,0
2009,8473607,2009,Michal Neuvirth,WSH,G,5on5,17,41468,29.12,28,651,23.48,23,83.16,124,350.58,355,13.01,7,195.19,140,147.43,166,28.24,378,87,25,12.18,10.25,6.68,13,7,8,161,0,0,2009,Michal Neuvirth2009,0
2009,8473607,2009,Michal Neuvirth,WSH,G,4on5,17,4423,7.24,7,125,6.21,5,14.53,21,68.9,69,0.57,0,45.37,38,23.3,27,6.87,69,19,11,1.45,2.17,3.62,1,1,5,26,0,0,2009,Michal Neuvirth2009,0
2009,8473607,2009,Michal Neuvirth,WSH,G,5on4,17,4503,2.36,3,25,1.08,1,1.93,2,17.39,19,2.52,1,4.76,4,12.38,13,2.35,10,9,4,0.33,1.16,0.88,1,1,1,2,0,0,2009,Michal Neuvirth2009,0
2009,8473523,2009,Jhonas Enroth,BUF,G,other,1,73,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Jhonas Enroth2009,0
2009,8473523,2009,Jhonas Enroth,BUF,G,all,1,3498,2.83,4,47,2.1,3,7.07,8,32.18,37,0.84,0,17.08,8,14.91,20,2.71,32,11,2,0.81,1.48,0.53,2,1,1,2,0,0,2009,Jhonas Enroth2009,0
2009,8473523,2009,Jhonas Enroth,BUF,G,5on5,1,2471,1.52,2,33,1.35,1,5.3,8,22.02,24,0.64,0,12.13,5,10.01,14,1.49,24,6,1,0.6,0.71,0.21,1,0,1,2,0,0,2009,Jhonas Enroth2009,0
2009,8473523,2009,Jhonas Enroth,BUF,G,4on5,1,207,0.58,2,8,0.53,1,1.16,0,5.38,7,0,0,3.72,3,1.8,1,0.55,5,3,0,0.19,0.4,0,1,1,0,0,0,0,2009,Jhonas Enroth2009,0
2009,8473523,2009,Jhonas Enroth,BUF,G,5on4,1,747,0.72,0,6,0.22,1,0.6,0,4.78,6,0.13,0,1.22,0,3.09,5,0.66,3,2,1,0.03,0.37,0.33,0,0,0,0,0,0,2009,Jhonas Enroth2009,0
