Year,playerId,season,Name,Team,position,Situation,GP,TOI,XGA,GA,UnblockedSA,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,Year,NameYear,Votes
2017,8471418,2017,Anton Khudobin,BOS,G,4on5,31,8666,14.93,16,245,11.21,10,26.85,28,129.22,134,0.62,1,81.75,68,44.94,58,14.39,134,34,16,3.72,3.77,7.43,4,3,9,61,0,0,2017,Anton Khudobin2017,0
2017,8471418,2017,Anton Khudobin,BOS,G,5on4,31,9828,3.37,3,48,1.68,2,3.78,4,32.38,42,6.03,3,8.46,10,28.69,27,3.32,31,11,5,0.65,1.36,1.35,0,2,1,1,0,0,2017,Anton Khudobin2017,0
2017,8470093,2017,Mike McKenna,DAL,G,other,2,73,0.03,0,3,0.07,0,0.13,0,0.64,0,0.02,0,0.55,1,0.2,0,0.03,1,0,0,0.03,0,0,0,0,0,2,0,0,2017,Mike McKenna2017,0
2017,8470093,2017,Mike McKenna,DAL,G,all,2,6080,3.95,5,95,3.41,4,11,13,47.76,50,1.42,2,29,22,21.01,22,3.81,55,12,3,1.77,1.37,0.81,1,2,2,25,0,0,2017,Mike McKenna2017,0
2017,8470093,2017,Mike McKenna,DAL,G,5on5,2,5469,3.07,4,80,2.71,3,9.11,11,40.01,41,1.22,2,24.26,19,18.46,18,2.97,48,9,2,1.47,1.03,0.58,1,2,1,21,0,0,2017,Mike McKenna2017,0
2017,8470093,2017,Mike McKenna,DAL,G,4on5,2,419,0.84,1,12,0.63,1,1.76,2,7.11,9,0.09,0,4.18,2,2.35,4,0.81,6,3,1,0.27,0.34,0.24,0,0,1,2,0,0,2017,Mike McKenna2017,0
2017,8470093,2017,Mike McKenna,DAL,G,5on4,2,119,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Mike McKenna2017,0
2017,8473499,2017,Reto Berra,ANA,G,other,5,36,0.01,0,1,0.04,0,0.14,0,0.62,0,0.03,0,0.42,0,0.37,1,0.01,1,0,0,0.01,0,0,0,0,0,0,0,0,2017,Reto Berra2017,0
2017,8473499,2017,Reto Berra,ANA,G,all,5,10917,8.25,7,191,7.35,6,21.13,18,96.53,95,3.29,5,56.72,47,42.48,57,7.95,104,25,10,2.53,3.05,2.66,2,3,2,52,0,0,2017,Reto Berra2017,0
2017,8473499,2017,Reto Berra,ANA,G,5on5,5,8514,4.88,3,130,4.37,4,14.41,13,63.14,63,2.09,3,36.58,31,29.74,39,4.77,71,16,5,1.56,1.93,1.4,0,1,2,38,0,0,2017,Reto Berra2017,0
2017,8473499,2017,Reto Berra,ANA,G,4on5,5,1509,3.22,4,55,2.81,2,5.97,5,29.98,29,0.22,2,18.31,14,10.74,15,3.04,28,9,5,0.83,1.13,1.26,2,2,0,13,0,0,2017,Reto Berra2017,0
2017,8473499,2017,Reto Berra,ANA,G,5on4,5,858,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Reto Berra2017,0
2017,8471715,2017,Ondrej Pavelec,NYR,G,other,19,1094,2.32,2,31,1.44,2,3.15,2,17.39,21,0.27,0,10.31,9,7.15,10,2.22,17,6,2,0.64,0.73,0.95,0,0,2,6,0,0,2017,Ondrej Pavelec2017,0
2017,8471715,2017,Ondrej Pavelec,NYR,G,all,19,54222,43.72,46,921,34.06,43,110.31,111,490.08,510,14.9,17,278.47,225,216.06,250,41.05,525,136,38,14.43,16.37,12.92,13,16,17,222,2,1,2017,Ondrej Pavelec2017,0
2017,8471715,2017,Ondrej Pavelec,NYR,G,5on5,19,44916,31.16,33,752,26.06,34,92.45,97,396.62,408,12.06,14,224.57,178,176.69,204,30.08,433,109,22,11.99,13.07,6.1,12,13,8,188,2,1,2017,Ondrej Pavelec2017,0
2017,8471715,2017,Ondrej Pavelec,NYR,G,4on5,19,3948,9.09,8,116,5.85,7,12.72,11,63.39,67,0.37,0,38.98,33,22.09,26,7.59,60,18,13,1.32,2.19,5.58,0,2,6,25,0,0,2017,Ondrej Pavelec2017,0
2017,8471715,2017,Ondrej Pavelec,NYR,G,5on4,19,4264,0.98,3,17,0.54,0,1.42,1,9.68,11,2.09,3,3.25,5,8.47,6,0.98,11,3,1,0.3,0.39,0.29,1,1,1,2,0,0,2017,Ondrej Pavelec2017,0
2017,8469514,2017,Peter Budaj,T.B,G,other,8,995,2.02,4,24,1.08,0,2.16,4,13.31,14,0.27,0,8.63,3,4.68,8,1.9,9,7,3,0.38,0.8,0.85,0,2,2,5,0,0,2017,Peter Budaj2017,0
2017,8469514,2017,Peter Budaj,T.B,G,all,8,25824,21.11,27,374,14.53,11,45.61,40,209.34,217,7.47,16,117.95,88,85.14,115,20.53,217,50,24,6.49,5.79,8.83,8,8,11,83,0,0,2017,Peter Budaj2017,0
2017,8469514,2017,Peter Budaj,T.B,G,5on5,8,19730,11.99,14,276,9.89,7,35.85,34,152.48,158,5.66,14,85.17,66,64.15,85,11.81,168,33,11,5.1,3.83,3.06,6,5,3,64,0,0,2017,Peter Budaj2017,0
2017,8469514,2017,Peter Budaj,T.B,G,4on5,8,2138,5.94,8,63,3.19,4,6.79,1,36.92,38,0.08,0,22.39,18,11.58,16,5.67,35,9,7,0.92,1.02,4,2,1,5,12,0,0,2017,Peter Budaj2017,0
2017,8469514,2017,Peter Budaj,T.B,G,5on4,8,2961,1.15,1,11,0.37,0,0.81,1,6.63,7,1.46,2,1.76,1,4.72,6,1.15,5,1,3,0.09,0.14,0.92,0,0,1,2,0,0,2017,Peter Budaj2017,0
2017,8474636,2017,Michael Hutchinson,WPG,G,other,3,315,0.22,0,6,0.14,0,0.6,1,2.26,2,0.09,0,1.74,2,0.97,1,0.22,3,1,0,0.14,0.09,0,0,0,0,2,0,0,2017,Michael Hutchinson2017,0
2017,8474636,2017,Michael Hutchinson,WPG,G,all,3,7725,6.21,7,144,5.17,6,18.08,31,75.88,75,1.89,1,41.36,27,30.53,32,5.91,76,23,5,1.98,3,1.23,4,2,1,40,0,0,2017,Michael Hutchinson2017,0
2017,8474636,2017,Michael Hutchinson,WPG,G,5on5,3,6018,4.44,5,104,3.68,6,13.51,23,55.05,53,1.57,1,28.62,15,22.04,25,4.25,53,18,3,1.26,2.41,0.77,3,2,0,30,0,0,2017,Michael Hutchinson2017,0
2017,8474636,2017,Michael Hutchinson,WPG,G,4on5,3,951,1.25,0,31,1.28,0,3.76,7,16.68,18,0.06,0,10.51,9,5.66,6,1.14,18,4,1,0.53,0.5,0.21,0,0,0,8,0,0,2017,Michael Hutchinson2017,0
2017,8474636,2017,Michael Hutchinson,WPG,G,5on4,3,441,0.3,2,3,0.08,0,0.21,0,1.89,2,0.17,0,0.49,1,1.86,0,0.3,2,0,1,0.05,0,0.25,1,0,1,0,0,0,2017,Michael Hutchinson2017,0
2017,8475195,2017,Anders Nilsson,VAN,G,other,27,1743,2.29,3,39,1.53,0,4.06,4,22.26,23,0.35,0,13.4,9,9.02,15,2.23,21,8,2,0.98,0.77,0.54,2,1,0,8,0,0,2017,Anders Nilsson2017,0
2017,8475195,2017,Anders Nilsson,VAN,G,all,27,87821,73.16,84,1488,57.45,45,183.19,186,822.25,850,23.24,32,466.22,374,348.05,430,71.14,853,235,66,25.81,28,19.34,31,36,17,334,0,0,2017,Anders Nilsson2017,0
2017,8475195,2017,Anders Nilsson,VAN,G,5on5,27,71515,53.79,57,1178,43.4,37,150.49,158,650.55,670,18.83,26,365.95,285,276.82,342,52.4,691,175,45,21.22,20.54,12.02,25,26,6,267,0,0,2017,Anders Nilsson2017,0
2017,8475195,2017,Anders Nilsson,VAN,G,4on5,27,8071,13.97,20,230,11.21,8,25.18,21,123.36,125,0.69,0,79.8,72,40.91,51,13.41,118,43,14,3.14,5.34,5.48,3,7,10,55,0,0,2017,Anders Nilsson2017,0
2017,8475195,2017,Anders Nilsson,VAN,G,5on4,27,6492,2.53,3,39,1.19,0,3.23,3,24.32,30,3.26,6,6.5,8,20.86,21,2.53,23,9,3,0.46,1.35,0.72,1,2,0,4,0,0,2017,Anders Nilsson2017,0
2017,8466141,2017,Roberto Luongo,FLA,G,other,35,3718,7.42,3,80,3.31,5,8.32,14,46.1,50,0.78,1,25.45,21,16.69,19,5.98,38,17,8,1.61,2.11,3.7,1,2,0,17,0,0,2017,Roberto Luongo2017,0
2017,8466141,2017,Roberto Luongo,FLA,G,all,35,117958,94.74,81,1966,69.38,91,236.43,276,1052.07,1143,37.13,49,589.02,422,474.44,586,89.86,1137,284,79,33.01,34.35,27.38,25,34,22,466,0,0,2017,Roberto Luongo2017,0
2017,8466141,2017,Roberto Luongo,FLA,G,5on5,35,96529,68.08,60,1591,53.02,67,196.82,228,844.54,905,30,38,473.07,322,383.46,486,66.05,929,223,51,27.05,26.7,14.33,19,28,13,388,0,0,2017,Roberto Luongo2017,0
2017,8466141,2017,Roberto Luongo,FLA,G,4on5,35,7619,16.09,16,236,11.41,16,26.99,28,129.38,146,0.96,4,80.44,67,44.46,56,14.75,133,32,19,3.21,3.82,9.05,3,4,9,52,0,0,2017,Roberto Luongo2017,0
2017,8466141,2017,Roberto Luongo,FLA,G,5on4,35,10092,2.46,1,50,1.29,3,3.19,5,25.94,36,5.28,5,7.09,10,26.14,21,2.41,31,9,1,0.77,1.41,0.29,1,0,0,9,0,0,2017,Roberto Luongo2017,0
2017,8470860,2017,Jaroslav Halak,NYI,G,other,54,3378,11.25,12,126,5.6,8,13.07,11,71.75,69,1.12,2,39.6,32,25.04,32,10.46,59,23,15,2.73,2.7,5.82,4,1,7,29,0,0,2017,Jaroslav Halak2017,0
2017,8470860,2017,Jaroslav Halak,NYI,G,all,54,180243,146.4,161,3102,117.01,119,376.78,484,1662.96,1744,47.91,43,945.07,685,705.14,841,141.45,1788,436,122,52.56,51.03,42.81,58,51,52,756,4,2,2017,Jaroslav Halak2017,0
2017,8470860,2017,Jaroslav Halak,NYI,G,5on5,54,146605,104.51,105,2428,87.73,92,304.68,408,1301.13,1357,38.05,36,734.41,521,558.32,659,101.33,1409,350,74,41.87,40.84,21.81,43,39,23,595,4,2,2017,Jaroslav Halak2017,0
2017,8470860,2017,Jaroslav Halak,NYI,G,4on5,54,14843,24.93,35,475,21.24,16,52.94,55,244.17,259,1.04,1,158.45,126,84.09,112,24.07,279,46,25,6.86,5.35,12.72,9,9,17,125,0,0,2017,Jaroslav Halak2017,0
2017,8470860,2017,Jaroslav Halak,NYI,G,5on4,54,15417,5.05,7,65,2.13,2,5.33,10,40.64,52,7.53,4,10.82,5,34.4,35,4.94,38,13,8,1.04,1.56,2.45,1,1,5,6,0,0,2017,Jaroslav Halak2017,0
2017,8475311,2017,Darcy Kuemper,ARI,G,other,29,2205,5.45,7,69,2.79,3,6.42,3,36.63,35,0.64,2,23.32,22,12.75,16,4.91,30,16,6,1.13,1.95,2.38,2,4,1,17,0,0,2017,Darcy Kuemper2017,0
2017,8475311,2017,Darcy Kuemper,ARI,G,all,29,95753,74.31,67,1578,57.5,71,187.56,201,836.03,833,27.02,34,463.53,380,353.92,422,70.6,848,253,63,24.29,30.29,19.73,24,30,13,414,0,0,2017,Darcy Kuemper2017,0
2017,8475311,2017,Darcy Kuemper,ARI,G,5on5,29,79394,49.97,44,1223,42.64,49,152.96,169,654.13,644,21.85,25,361.96,294,278.44,331,48.37,689,186,32,19.59,22.04,8.34,18,20,6,316,0,0,2017,Darcy Kuemper2017,0
2017,8475311,2017,Darcy Kuemper,ARI,G,4on5,29,7350,15.2,10,229,10.48,17,24.05,25,115.13,114,0.47,0,69.27,54,37.01,52,13.84,101,38,21,2.97,4.74,7.49,3,3,4,69,0,0,2017,Darcy Kuemper2017,0
2017,8475311,2017,Darcy Kuemper,ARI,G,5on4,29,6804,2.58,3,40,0.96,1,2.21,4,19.91,30,3.94,7,4.65,7,21.04,17,2.4,21,8,3,0.29,1.05,1.25,1,1,1,8,0,0,2017,Darcy Kuemper2017,0
2017,8478499,2017,Adin Hill,ARI,G,other,4,81,0.57,0,11,0.56,1,1.5,1,7.84,8,0.11,0,3.75,3,4.38,5,0.56,9,2,0,0.28,0.29,0,0,0,0,0,0,0,2017,Adin Hill2017,0
2017,8478499,2017,Adin Hill,ARI,G,all,4,14445,12.69,14,237,8.77,13,30.66,32,131.06,130,3.5,7,69.75,61,55.67,59,12.29,132,36,14,3.76,4.11,4.82,6,3,5,55,0,0,2017,Adin Hill2017,0
2017,8478499,2017,Adin Hill,ARI,G,5on5,4,12483,10.05,12,201,7.32,12,26.91,28,111.93,113,2.84,5,59.7,53,47.18,48,9.66,110,33,12,3.08,3.69,3.28,6,3,3,46,0,0,2017,Adin Hill2017,0
2017,8478499,2017,Adin Hill,ARI,G,4on5,4,886,1.96,2,22,0.82,0,1.96,3,9.71,7,0.08,0,5.84,5,3.09,4,1.95,11,1,2,0.29,0.13,1.54,0,0,2,8,0,0,2017,Adin Hill2017,0
2017,8478499,2017,Adin Hill,ARI,G,5on4,4,995,0.11,0,3,0.07,0,0.29,0,1.58,2,0.47,2,0.47,0,1.02,2,0.11,2,0,0,0.11,0,0,0,0,0,1,0,0,2017,Adin Hill2017,0
2017,8475234,2017,J-F Berube,CHI,G,other,13,694,2.03,2,25,1.27,2,3.35,1,16.96,18,0.19,0,9.78,10,5.97,8,1.87,15,6,2,0.6,0.78,0.65,2,0,0,2,0,0,2017,J-F Berube2017,0
2017,8475234,2017,J-F Berube,CHI,G,all,13,40043,37.09,42,715,26.28,34,84.89,114,367.74,398,9.66,5,210.17,157,148,180,35.64,386,120,33,11.81,15.09,10.19,12,17,13,176,0,0,2017,J-F Berube2017,0
2017,8475234,2017,J-F Berube,CHI,G,5on5,13,34143,26.33,29,579,19.38,25,68.39,95,287.27,310,8.57,5,161.17,110,119.64,149,25.65,309,90,21,9.3,11.58,5.46,10,12,7,159,0,0,2017,J-F Berube2017,0
2017,8475234,2017,J-F Berube,CHI,G,4on5,13,2781,7.46,10,101,5.28,5,12.43,18,58.11,63,0.16,0,38.06,36,18.96,18,7.01,57,23,7,1.77,2.52,3.17,0,5,5,14,0,0,2017,J-F Berube2017,0
2017,8475234,2017,J-F Berube,CHI,G,5on4,13,2425,1.26,1,10,0.36,2,0.72,0,5.39,7,0.71,0,1.17,1,3.42,5,1.11,5,1,3,0.15,0.2,0.91,0,0,1,1,0,0,2017,J-F Berube2017,0
2017,8477293,2017,Antti Raanta,ARI,G,other,47,4442,13.46,5,144,6.31,11,14.8,17,80.85,76,1.25,2,42.5,37,29.14,37,11.19,55,36,18,1.96,4.7,6.81,1,3,1,35,0,0,2017,Antti Raanta2017,0
2017,8477293,2017,Antti Raanta,ARI,G,all,47,155943,127.1,97,2640,99.04,143,329.03,341,1432.42,1388,41.1,41,808.11,646,618.26,749,119.85,1551,361,118,43.49,43.17,40.45,36,31,30,610,0,0,2017,Antti Raanta2017,0
2017,8477293,2017,Antti Raanta,ARI,G,5on5,47,128427,85.68,68,2113,74.43,105,270.96,277,1132.68,1079,32.47,35,641.46,514,501.07,604,82.45,1271,277,64,35.95,33.1,16.64,31,23,14,501,0,0,2017,Antti Raanta2017,0
2017,8477293,2017,Antti Raanta,ARI,G,4on5,47,11217,24.91,21,327,16.45,26,38.27,43,184.14,191,0.54,0,112.38,86,59.78,75,23.18,188,36,34,4.34,4.04,16.53,4,4,13,69,0,0,2017,Antti Raanta2017,0
2017,8477293,2017,Antti Raanta,ARI,G,5on4,47,11857,2.07,3,42,1.19,1,3.4,3,25.15,33,6.4,4,7.15,7,22.43,22,2.06,26,9,2,0.64,0.96,0.48,0,1,2,5,0,0,2017,Antti Raanta2017,0
2017,8471695,2017,Tuukka Rask,BOS,G,other,54,5345,9.7,9,141,5.6,2,14.91,19,78.41,85,1.54,2,44.23,39,30.82,36,9.46,73,29,6,3.03,3.8,2.86,0,4,5,33,0,0,2017,Tuukka Rask2017,0
2017,8471695,2017,Tuukka Rask,BOS,G,all,54,190385,131.41,125,2769,101.4,84,338.18,365,1501.49,1514,55.08,68,834.42,661,651.66,810,125.18,1597,403,106,45.17,48.97,37.28,44,44,37,663,4,2,2017,Tuukka Rask2017,0
2017,8471695,2017,Tuukka Rask,BOS,G,5on5,54,155699,91.51,89,2143,73.88,61,272.62,291,1160.24,1152,45.13,57,639.96,493,508.65,643,88.85,1256,304,64,36.11,36.62,18.78,38,32,19,519,4,2,2017,Tuukka Rask2017,0
2017,8471695,2017,Tuukka Rask,BOS,G,4on5,54,14937,25.02,20,407,19.37,18,44.76,48,214.1,220,0.94,1,137.03,120,70.36,88,21.92,221,52,31,4.85,6.07,14.09,6,3,11,103,0,0,2017,Tuukka Rask2017,0
2017,8471695,2017,Tuukka Rask,BOS,G,5on4,54,14404,4.47,7,72,2.18,3,5.18,6,44.04,52,7.34,7,11.16,7,39.8,40,4.28,45,14,5,1.04,1.89,1.54,0,5,2,8,0,0,2017,Tuukka Rask2017,0
2017,8471301,2017,Jeff Glass,CHI,G,other,15,864,1.8,5,26,1.24,2,2.69,2,13.88,15,0.33,1,9.03,6,3.75,3,1.6,12,5,2,0.62,0.58,0.6,3,1,1,7,0,0,2017,Jeff Glass2017,0
2017,8471301,2017,Jeff Glass,CHI,G,all,15,49254,41.78,46,841,31.83,34,100.02,93,444.44,452,14.92,25,249.47,186,187.66,249,40.3,445,144,37,13.62,17.18,10.97,18,20,8,215,2,1,2017,Jeff Glass2017,0
2017,8471301,2017,Jeff Glass,CHI,G,5on5,15,40211,31.14,30,667,24.09,24,81.94,81,354.94,360,12.5,18,196.3,148,151.81,198,30.29,361,110,26,11.12,13.11,6.91,12,15,3,170,0,0,2017,Jeff Glass2017,0
2017,8471301,2017,Jeff Glass,CHI,G,4on5,15,4575,7.77,7,130,5.9,8,13.81,10,64.71,65,0.33,1,40.42,29,23.43,39,7.35,62,23,9,1.58,2.74,3.46,1,2,4,36,2,1,2017,Jeff Glass2017,0
2017,8471301,2017,Jeff Glass,CHI,G,5on4,15,3604,0.77,2,14,0.38,0,1.11,0,7.98,9,1.76,5,2.41,2,7.05,8,0.77,8,4,0,0.2,0.57,0,1,1,0,2,0,0,2017,Jeff Glass2017,0
2017,8479193,2017,Casey DeSmith,PIT,G,other,14,1388,2.35,3,28,1.21,0,3.67,6,18.39,20,0.4,1,9.49,5,7.64,10,2.28,15,7,3,0.49,0.77,1.09,0,2,1,3,0,0,2017,Casey DeSmith2017,0
2017,8479193,2017,Casey DeSmith,PIT,G,all,14,42009,33.22,28,665,24.24,30,79.92,84,353.2,356,11.85,12,188.53,149,152.28,180,32.13,352,111,27,9.37,13.92,9.92,5,11,12,175,2,1,2017,Casey DeSmith2017,0
2017,8479193,2017,Casey DeSmith,PIT,G,5on5,14,33862,23.4,18,523,18.18,20,64.83,67,274.44,267,9.75,9,149.09,124,113.44,132,22.81,278,83,17,7.74,10.58,5.08,5,6,7,145,2,1,2017,Casey DeSmith2017,0
2017,8479193,2017,Casey DeSmith,PIT,G,4on5,14,3212,5.91,6,83,4.05,8,9.26,7,43.02,45,0.14,1,25.62,16,13.56,22,5.51,39,15,6,0.73,1.76,3.41,0,2,4,23,0,0,2017,Casey DeSmith2017,0
2017,8479193,2017,Casey DeSmith,PIT,G,5on4,14,3547,1.56,1,31,0.79,2,2.16,4,17.34,24,1.57,1,4.32,4,17.63,16,1.52,20,6,1,0.41,0.81,0.34,0,1,0,4,0,0,2017,Casey DeSmith2017,0
2017,8477967,2017,Thatcher Demko,VAN,G,other,1,60,0.42,2,4,0.27,0,0.5,0,3.18,3,0.02,0,1.86,0,0.87,2,0.42,2,1,1,0.11,0.08,0.23,0,1,1,0,0,0,2017,Thatcher Demko2017,0
2017,8477967,2017,Thatcher Demko,VAN,G,all,1,3681,3.09,4,63,2.12,1,6.9,9,31,30,0.85,0,17.76,13,12.17,15,3.06,31,9,3,0.9,1.03,1.16,0,1,3,20,0,0,2017,Thatcher Demko2017,0
2017,8477967,2017,Thatcher Demko,VAN,G,5on5,1,3327,1.74,0,57,1.76,1,6.26,9,26.26,25,0.76,0,15.36,13,11.03,13,1.71,29,8,0,0.79,0.95,0,0,0,0,20,0,0,2017,Thatcher Demko2017,0
2017,8477967,2017,Thatcher Demko,VAN,G,4on5,1,174,0.93,2,2,0.09,0,0.14,0,1.56,2,0.03,0,0.54,0,0.27,0,0.93,0,0,2,0,0,0.93,0,0,2,0,0,0,2017,Thatcher Demko2017,0
2017,8477967,2017,Thatcher Demko,VAN,G,5on4,1,120,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Thatcher Demko2017,0
2017,8475663,2017,Eddie Lack,N.J,G,other,8,288,0.32,0,9,0.33,0,0.83,2,4.69,5,0.05,0,3.69,4,1.67,1,0.31,6,1,0,0.23,0.08,0,0,0,0,2,0,0,2017,Eddie Lack2017,0
2017,8475663,2017,Eddie Lack,N.J,G,all,8,20617,14.6,23,312,11.85,9,40.39,39,178.07,177,6.32,12,99.7,75,78.76,98,14.18,191,50,10,5.47,5.93,3.19,8,10,5,61,0,0,2017,Eddie Lack2017,0
2017,8475663,2017,Eddie Lack,N.J,G,5on5,8,16399,9.75,12,233,8.2,4,30.5,29,128.64,125,4.55,11,71.85,56,56.6,75,9.6,137,38,6,3.84,4.48,1.43,4,7,1,52,0,0,2017,Eddie Lack2017,0
2017,8475663,2017,Eddie Lack,N.J,G,4on5,8,1704,3.74,8,54,2.88,4,7.73,7,34.4,37,0.16,0,21.27,13,11.26,14,3.47,36,9,3,1.07,1.17,1.5,2,3,3,6,0,0,2017,Eddie Lack2017,0
2017,8475663,2017,Eddie Lack,N.J,G,5on4,8,2226,0.8,3,16,0.43,1,1.32,1,10.33,10,1.56,1,2.89,2,9.24,8,0.8,12,2,1,0.33,0.2,0.27,2,0,1,1,0,0,2017,Eddie Lack2017,0
2017,8469608,2017,Mike Smith,CGY,G,other,55,5265,15.02,12,159,7.18,13,17.83,19,92.57,93,1.34,0,49.91,40,33.78,43,13.06,73,32,22,2.67,4.11,8.24,3,2,7,32,0,0,2017,Mike Smith2017,0
2017,8469608,2017,Mike Smith,CGY,G,all,55,191436,155.26,141,3083,116.91,142,383.76,348,1700.98,1686,57.73,69,946.27,750,720.74,934,148.46,1795,432,152,50.7,52.36,52.19,53,35,53,704,8,4,2017,Mike Smith2017,0
2017,8469608,2017,Mike Smith,CGY,G,5on5,55,153380,103.48,94,2383,83.74,98,306.36,278,1298.81,1283,46.02,62,719.16,560,557.62,735,100.33,1404,322,87,39.7,39.16,24.61,44,28,22,570,4,2,2017,Mike Smith2017,0
2017,8469608,2017,Mike Smith,CGY,G,4on5,55,16623,31.92,29,449,23.28,30,52.28,47,256.61,252,1.2,3,160.41,137,83.62,104,30.27,259,64,37,6.66,7.38,17.87,5,2,22,89,2,1,2017,Mike Smith2017,0
2017,8469608,2017,Mike Smith,CGY,G,5on4,55,16168,3.69,5,72,1.85,1,5.04,3,40.9,49,8.79,3,10.91,8,40.27,44,3.66,49,9,5,1.28,1.15,1.26,0,3,2,9,2,1,2017,Mike Smith2017,0
2017,8476316,2017,Laurent Brossoit,EDM,G,other,14,762,0.99,2,14,0.38,0,1.07,2,6.55,8,0.24,0,3.34,3,4.03,3,0.99,7,2,1,0.13,0.21,0.65,0,1,1,4,0,0,2017,Laurent Brossoit2017,0
2017,8476316,2017,Laurent Brossoit,EDM,G,all,14,44414,31.8,40,661,22.09,20,72.61,87,326.5,344,13.83,16,179.88,134,147,181,30.86,333,107,25,9.91,12.37,9.52,17,12,11,196,0,0,2017,Laurent Brossoit2017,0
2017,8476316,2017,Laurent Brossoit,EDM,G,5on5,14,36459,21.6,25,530,17.34,14,61.77,74,264.33,272,11.13,16,148.09,113,116.56,147,21.11,282,81,12,8.91,9.38,3.31,14,8,3,155,0,0,2017,Laurent Brossoit2017,0
2017,8476316,2017,Laurent Brossoit,EDM,G,4on5,14,3688,8.12,11,100,3.92,6,8.59,11,46.21,50,0.35,0,25.97,16,17.88,21,7.69,35,21,10,0.77,2.36,4.99,3,2,6,34,0,0,2017,Laurent Brossoit2017,0
2017,8476316,2017,Laurent Brossoit,EDM,G,5on4,14,3505,1.09,2,17,0.45,0,1.19,0,9.39,14,2.09,0,2.48,2,8.53,10,1.07,9,3,2,0.1,0.42,0.57,0,1,1,3,0,0,2017,Laurent Brossoit2017,0
2017,8476861,2017,Oscar Dansk,VGK,G,other,4,62,1.13,0,6,0.39,1,0.43,0,3.45,2,0,0,1.52,2,0.44,0,0.8,1,0,3,0.06,0,1.07,0,0,0,2,0,0,2017,Oscar Dansk2017,0
2017,8476861,2017,Oscar Dansk,VGK,G,all,4,10116,8.35,5,160,6.62,7,18.45,16,87.48,93,3.08,2,47.97,31,36.76,59,7.8,84,31,6,2.5,3.71,2.14,2,3,0,39,0,0,2017,Oscar Dansk2017,0
2017,8476861,2017,Oscar Dansk,VGK,G,5on5,4,7951,5.3,3,122,4.36,4,14.38,12,64.4,70,2.3,1,35.62,22,28.19,47,5.12,65,23,2,2.2,2.65,0.46,2,1,0,32,0,0,2017,Oscar Dansk2017,0
2017,8476861,2017,Oscar Dansk,VGK,G,4on5,4,1040,1.33,1,24,1.47,1,2.56,4,13.75,14,0.1,0,8.67,5,4.54,8,1.3,13,5,1,0.14,0.58,0.61,0,1,0,5,0,0,2017,Oscar Dansk2017,0
2017,8476861,2017,Oscar Dansk,VGK,G,5on4,4,1063,0.1,1,2,0.1,0,0.1,0,1.21,2,0.6,1,0.28,0,1.4,1,0.1,1,1,0,0,0.1,0,0,1,0,0,0,0,2017,Oscar Dansk2017,0
2018,8470147,2018,Curtis McElhinney,CAR,G,other,33,3428,5.12,6,80,3.04,1,8.49,4,43.1,43,1.23,3,26.43,31,14.54,15,4.88,35,20,4,1.54,2.39,1.19,1,4,1,21,0,0,2018,Curtis McElhinney2018,0
2018,8470147,2018,Curtis McElhinney,CAR,G,all,33,118651,94.56,85,1798,65.71,86,225.38,228,984.44,968,36.91,39,521.77,437,423.79,501,90.66,989,278,97,28.79,33.68,32.08,19,44,22,434,0,0,2018,Curtis McElhinney2018,0
2018,8470147,2018,Curtis McElhinney,CAR,G,5on5,33,97431,70.99,62,1495,52.73,72,194.11,200,815.33,782,30.67,28,431.8,365,346.09,406,68.96,827,227,69,24.73,27.6,18.67,17,34,11,372,0,0,2018,Curtis McElhinney2018,0
2018,8470147,2018,Curtis McElhinney,CAR,G,4on5,33,8394,16.09,15,179,9.07,12,20.2,21,102.18,109,0.64,1,58.23,36,34.98,53,14.65,96,25,21,2.04,3,11.05,1,5,9,37,0,0,2018,Curtis McElhinney2018,0
2018,8470147,2018,Curtis McElhinney,CAR,G,5on4,33,9398,2.35,2,44,0.87,1,2.58,3,23.82,34,4.37,7,5.32,5,28.16,27,2.17,31,6,3,0.48,0.7,1.17,0,1,1,4,0,0,2018,Curtis McElhinney2018,0
2018,8479394,2018,Carter Hart,PHI,G,other,31,3125,6.43,5,104,4.2,3,11.2,14,58.24,58,0.88,0,33.02,28,21.18,26,6.08,51,18,9,1.63,2.24,2.57,1,3,1,26,0,0,2018,Carter Hart2018,0
2018,8479394,2018,Carter Hart,PHI,G,all,31,102984,80.67,82,1795,60.36,72,215.84,269,933.46,977,28.58,22,497.39,388,405.74,453,77.58,991,208,91,26.84,24.84,28.99,33,25,24,505,0,0,2018,Carter Hart2018,0
